"","event.id","visible","timestamp","gps.hdop","sensor.type","individual.taxon.canonical.name","tag.local.identifier","individual.local.identifier","study.name","geometry"
"322",20940182162,"true","2015-05-14 00:00:00.000",2.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.444105, -33.939363)
"323",20940182168,"true","2015-05-14 03:00:00.000",0.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.444303, -33.939417)
"324",20940182174,"true","2015-05-14 06:00:00.000",1.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.447953, -33.938655)
"325",20940182180,"true","2015-05-14 09:00:00.000",2.3,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.44478, -33.941338)
"326",20940182186,"true","2015-05-14 12:00:00.000",1.2,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.445297, -33.941167)
"327",20940182192,"true","2015-05-14 15:00:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.443058, -33.938497)
"328",20940182198,"true","2015-05-14 18:00:00.000",1.3,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.446807, -33.941685)
"329",20940182204,"true","2015-05-14 21:00:00.000",1.2,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.446575, -33.941723)
"330",20940182209,"true","2015-05-15 00:00:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.446697, -33.941905)
"331",20940182215,"true","2015-05-15 03:00:00.000",1.7,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.446905, -33.941873)
"332",20940182220,"true","2015-05-15 06:00:00.000",1.3,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.4458, -33.940098)
"333",20940182225,"true","2015-05-15 09:00:00.000",1.2,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.437588, -33.94133)
"334",20940182231,"true","2015-05-15 12:00:00.000",0.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.457343, -33.944815)
"335",20940182237,"true","2015-05-15 15:00:00.000",1.3,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.46389, -33.944285)
"336",20940182243,"true","2015-05-15 18:00:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.46257, -33.946967)
"337",20940182249,"true","2015-05-15 21:00:00.000",1.3,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.46271, -33.95291)
"338",20940182254,"true","2015-05-16 00:00:00.000",1.2,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.460167, -33.953865)
"339",20940182260,"true","2015-05-16 03:00:00.000",1.2,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.4605, -33.953757)
"340",20940182265,"true","2015-05-16 06:00:00.000",1.5,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.461443, -33.953415)
"341",20940182271,"true","2015-05-16 09:00:00.000",1.4,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.464958, -33.950818)
"342",20940182277,"true","2015-05-16 12:00:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.464228, -33.950138)
"343",20940182283,"true","2015-05-16 15:00:00.000",1.5,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.464742, -33.945767)
"344",20940182289,"true","2015-05-16 18:00:00.000",1.2,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.46142, -33.953705)
"345",20940182295,"true","2015-05-16 21:00:00.000",1.7,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.456657, -33.962128)
"346",20940182301,"true","2015-05-17 00:00:00.000",1.5,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.457, -33.963458)
"347",20940182307,"true","2015-05-17 03:00:00.000",1.2,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.45736, -33.964013)
"348",20940182313,"true","2015-05-17 06:00:00.000",1.3,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.457438, -33.963938)
"349",20940182319,"true","2015-05-17 09:00:00.000",0.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.451902, -33.962682)
"350",20940182324,"true","2015-05-17 12:00:00.000",1.2,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.458775, -33.95407)
"351",20940182330,"true","2015-05-17 15:00:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.464757, -33.944982)
"352",20940182336,"true","2015-05-17 18:00:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.464508, -33.94765)
"353",20940182342,"true","2015-05-17 21:00:00.000",0.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.462873, -33.946148)
"354",20940182347,"true","2015-05-18 00:00:00.000",1.3,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.462845, -33.950238)
"355",20940182353,"true","2015-05-18 03:00:00.000",1.2,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.46562, -33.945608)
"356",20940182359,"true","2015-05-18 06:00:00.000",1.4,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.46561, -33.94582)
"357",20940182365,"true","2015-05-18 09:00:00.000",0.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.462785, -33.944025)
"358",20940182371,"true","2015-05-18 12:00:00.000",1.4,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.46254, -33.94542)
"359",20940182377,"true","2015-05-18 15:00:00.000",0.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.463203, -33.94617)
"360",20940182383,"true","2015-05-18 18:00:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.466315, -33.947727)
"361",20940182389,"true","2015-05-18 21:00:00.000",0.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.465438, -33.94647)
"362",20940182395,"true","2015-05-19 00:00:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.460373, -33.94446)
"363",20940182401,"true","2015-05-19 00:20:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.464235, -33.944345)
"364",20940182407,"true","2015-05-19 00:40:00.000",1.2,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.464915, -33.94535)
"365",20940182413,"true","2015-05-19 01:00:00.000",1.3,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.464898, -33.945292)
"366",20940182419,"true","2015-05-19 01:20:00.000",0.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.463635, -33.944252)
"367",20940182425,"true","2015-05-19 01:40:00.000",0.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.462108, -33.944685)
"368",20940182431,"true","2015-05-19 02:00:00.000",0.8,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.4635, -33.945665)
"369",20940182437,"true","2015-05-19 02:20:00.000",0.8,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.463533, -33.945635)
"370",20940182443,"true","2015-05-19 02:40:00.000",0.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.463823, -33.94534)
"371",20940182449,"true","2015-05-19 03:00:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.465038, -33.945597)
"372",20940182454,"true","2015-05-19 03:20:00.000",1.5,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.46559, -33.946497)
"373",20940182459,"true","2015-05-19 03:40:00.000",2.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.465213, -33.946593)
"374",20940182464,"true","2015-05-19 04:00:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.46486, -33.947353)
"375",20940182470,"true","2015-05-19 04:20:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.46459, -33.947458)
"376",20940182475,"true","2015-05-19 04:40:00.000",0.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.464313, -33.947402)
"377",20940182480,"true","2015-05-19 05:00:00.000",0.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.464543, -33.94721)
"378",20940182485,"true","2015-05-19 05:20:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.465647, -33.946277)
"379",20940182490,"true","2015-05-19 05:40:00.000",1.2,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.465127, -33.94584)
"380",20940182496,"true","2015-05-19 06:00:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.465095, -33.945822)
"381",20940182501,"true","2015-05-19 06:20:00.000",1.2,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.463852, -33.946128)
"382",20940182507,"true","2015-05-19 06:40:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.463657, -33.945387)
"383",20940182513,"true","2015-05-19 07:00:00.000",1.3,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.463773, -33.94522)
"384",20940182519,"true","2015-05-19 07:20:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.463755, -33.945208)
"385",20940182525,"true","2015-05-19 07:40:00.000",0.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.46358, -33.945285)
"386",20940182531,"true","2015-05-19 08:00:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.46352, -33.9453)
"387",20940182537,"true","2015-05-19 08:20:00.000",0.8,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.463585, -33.945493)
"388",20940182543,"true","2015-05-19 08:40:00.000",0.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.463618, -33.945458)
"389",20940182549,"true","2015-05-19 09:00:00.000",0.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.463698, -33.9454)
"390",20940182555,"true","2015-05-19 09:20:00.000",0.8,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.463648, -33.945378)
"391",20940182561,"true","2015-05-19 09:40:00.000",0.8,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.46359, -33.945313)
"392",20940182567,"true","2015-05-19 10:00:00.000",1.5,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.462693, -33.946133)
"393",20940182573,"true","2015-05-19 10:20:00.000",0.7,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.462842, -33.94556)
"394",20940182579,"true","2015-05-19 10:40:00.000",0.8,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.46299, -33.94545)
"395",20940182585,"true","2015-05-19 11:00:00.000",0.8,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.463382, -33.94722)
"396",20940182591,"true","2015-05-19 11:20:00.000",0.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.462105, -33.948172)
"397",20940182597,"true","2015-05-19 11:40:00.000",0.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.462913, -33.94532)
"398",20940182602,"true","2015-05-19 12:00:00.000",1.3,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.462938, -33.94485)
"399",20940182608,"true","2015-05-19 12:20:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.463108, -33.94447)
"400",20940182614,"true","2015-05-19 12:40:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.463595, -33.945837)
"401",20940182620,"true","2015-05-19 13:00:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.46101, -33.944718)
"402",20940182626,"true","2015-05-19 13:20:00.000",0.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.459728, -33.944737)
"403",20940182632,"true","2015-05-19 13:40:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.458223, -33.944553)
"404",20940182638,"true","2015-05-19 14:00:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.457638, -33.945203)
"405",20940182644,"true","2015-05-19 14:20:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.45899, -33.945257)
"406",20940182650,"true","2015-05-19 14:40:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.459505, -33.9457)
"407",20940182656,"true","2015-05-19 15:00:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.462545, -33.946223)
"408",20940182662,"true","2015-05-19 15:20:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.466577, -33.948315)
"409",20940182668,"true","2015-05-19 15:40:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.466605, -33.948975)
"410",20940182674,"true","2015-05-19 16:00:00.000",1.2,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.465947, -33.950253)
"411",20940182680,"true","2015-05-19 16:20:00.000",2.7,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.46642, -33.95131)
"412",20940182685,"true","2015-05-19 16:40:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.46665, -33.950553)
"413",20940182690,"true","2015-05-19 17:00:00.000",0.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.466638, -33.950235)
"414",20940182695,"true","2015-05-19 17:20:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.46653, -33.950238)
"415",20940182701,"true","2015-05-19 17:40:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.466348, -33.950407)
"416",20940182707,"true","2015-05-19 18:00:00.000",1.7,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.466175, -33.950258)
"417",20940182712,"true","2015-05-19 18:20:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.466305, -33.950502)
"418",20940182717,"true","2015-05-19 18:40:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.466267, -33.950313)
"419",20940182721,"true","2015-05-19 19:00:00.000",1.3,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.466378, -33.95048)
"420",20940182725,"true","2015-05-19 19:20:00.000",1.3,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.46656, -33.950217)
"421",20940182729,"true","2015-05-19 19:40:00.000",1.2,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.466205, -33.94705)
"422",20940182734,"true","2015-05-19 20:00:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.465887, -33.946128)
"423",20940182739,"true","2015-05-19 20:20:00.000",0.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.463975, -33.946193)
"424",20940182744,"true","2015-05-19 20:40:00.000",0.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.46364, -33.946337)
"425",20940182749,"true","2015-05-19 21:00:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.463338, -33.944898)
"426",20940182755,"true","2015-05-19 21:20:00.000",1.2,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.463205, -33.944838)
"427",20940182760,"true","2015-05-19 21:40:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.4632, -33.945922)
"428",20940182765,"true","2015-05-19 22:00:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.46317, -33.945982)
"429",20940182771,"true","2015-05-19 22:20:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.463287, -33.945718)
"430",20940182777,"true","2015-05-19 22:40:00.000",0.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.46335, -33.945532)
"431",20940182783,"true","2015-05-19 23:00:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.463422, -33.94545)
"432",20940182789,"true","2015-05-19 23:20:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.46337, -33.945357)
"433",20940182795,"true","2015-05-19 23:40:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.463352, -33.945315)
"434",20940182801,"true","2015-05-20 00:00:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.463317, -33.945303)
"435",20940182807,"true","2015-05-20 00:20:00.000",0.8,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.463363, -33.945267)
"436",20940182813,"true","2015-05-20 00:40:00.000",0.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.46343, -33.945352)
"437",20940182819,"true","2015-05-20 01:00:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.463448, -33.945393)
"438",20940182825,"true","2015-05-20 01:20:00.000",0.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.463495, -33.945405)
"439",20940182831,"true","2015-05-20 01:40:00.000",0.8,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.463513, -33.94542)
"440",20940182837,"true","2015-05-20 02:00:00.000",0.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.4635, -33.945417)
"441",20940182843,"true","2015-05-20 02:20:00.000",0.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.463493, -33.945398)
"442",20940182849,"true","2015-05-20 02:40:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.463415, -33.945358)
"443",20940182855,"true","2015-05-20 03:00:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.463345, -33.9453)
"444",20940182861,"true","2015-05-20 03:20:00.000",1.6,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.463227, -33.945275)
"445",20940182867,"true","2015-05-20 03:40:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.463452, -33.945368)
"446",20940182872,"true","2015-05-20 04:00:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.463638, -33.945167)
"447",20940182877,"true","2015-05-20 04:20:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.463652, -33.94513)
"448",20940182882,"true","2015-05-20 04:40:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.46372, -33.945082)
"449",20940182887,"true","2015-05-20 05:00:00.000",1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.463612, -33.945193)
"450",20940182892,"true","2015-05-20 05:20:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.463912, -33.9453)
"451",20940182897,"true","2015-05-20 05:40:00.000",1.3,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.463998, -33.945668)
"452",20940182902,"true","2015-05-20 06:00:00.000",1.2,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.463615, -33.945217)
"453",20940182907,"true","2015-05-20 06:20:00.000",1.2,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.463935, -33.945355)
"454",20940182912,"true","2015-05-20 06:40:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.464098, -33.945393)
"455",20940182917,"true","2015-05-20 07:20:00.000",1.1,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.464692, -33.945323)
"456",20940182922,"true","2015-05-20 07:40:00.000",0.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.464482, -33.945267)
"457",20940182927,"true","2015-05-20 08:00:00.000",0.8,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.464313, -33.945245)
"458",20940182932,"true","2015-05-20 08:20:00.000",0.8,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.464662, -33.94512)
"459",20940182937,"true","2015-05-20 08:40:00.000",0.9,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.465182, -33.94534)
"460",20940182942,"true","2015-05-20 09:00:00.000",0.8,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.46528, -33.94538)
"461",20940182947,"true","2015-05-20 09:20:00.000",0.8,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.46507, -33.944835)
"462",20940182952,"true","2015-05-20 09:40:00.000",0.8,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.463737, -33.944497)
"463",20940182957,"true","2015-05-20 10:00:00.000",0.8,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.46342, -33.944538)
"464",20940182962,"true","2015-05-20 10:20:00.000",0.7,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.463365, -33.944483)
"465",20940182967,"true","2015-05-20 10:40:00.000",0.8,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.46377, -33.945992)
"466",20940182972,"true","2015-05-20 11:00:00.000",0.8,"gps","Caracal caracal","TMC08-4870","Jasper - TMC08","Caracal movement ecology study in Cape Town, South Africa",c(18.463932, -33.945995)
