id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
21201825,99fe8524-cba6-4c18-8d42-95ebd8682878,2015/04/26 6:32 PM SAST,2015-04-26,2015-04-26 16:32:00 UTC,Pretoria,748780,lmossop,Leighan Mossop,2019-03-13 12:30:06 UTC,2023-07-08 20:05:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21201825,https://inaturalist-open-data.s3.amazonaws.com/photos/32772549/medium.jpg,,"","Collared in Urban Caracal Project (subject name ""West"")",3,0,false,,"Westlake Conservation Area, WLK015",-34.08088,18.43121,,,,,,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
21201939,2a31b7e6-f56b-4878-874b-629b1595c302,2015/04/25 7:41 AM SAST,2015-04-25,2015-04-25 05:41:00 UTC,Africa/Johannesburg,748780,lmossop,Leighan Mossop,2019-03-13 12:44:41 UTC,2020-01-23 17:28:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21201939,https://inaturalist-open-data.s3.amazonaws.com/photos/32772949/medium.jpeg,,"","Collared as part of the Urban Caracal Project, subject name ""West""",1,0,false,,"Westlake Conservation Area, WLK018",-34.07938,18.42965,,,,,,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
21202507,ba8cd50b-79ac-42ab-bddb-6746132fffc1,2015/05/06 6:29 PM SAST,2015-05-06,2015-05-06 16:29:00 UTC,Pretoria,748780,lmossop,Leighan Mossop,2019-03-13 13:26:42 UTC,2023-07-08 20:05:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21202507,https://inaturalist-open-data.s3.amazonaws.com/photos/32773899/medium.jpeg,,"","Collared animal part of the Urban Caracal Project, subject name ""West""",4,0,false,,"Westlake Conservation Area, WLK013",-34.08075,18.43064,,,,,,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
21202516,44f94ba2-f7fc-4adb-8d0d-df481fb3082c,2015/05/06 6:32 PM SAST,2015-05-06,2015-05-06 16:32:00 UTC,Pretoria,748780,lmossop,Leighan Mossop,2019-03-13 13:26:44 UTC,2023-07-08 20:05:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21202516,https://inaturalist-open-data.s3.amazonaws.com/photos/32773903/medium.jpeg,,"","Collared animal part of the Urban Caracal Project, subject name ""West""",6,0,false,,"Westlake Conservation Area, WLK013",-34.08075,18.43064,,,,,,,open,false,,,Caracal caracal caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
21203755,24dc766a-c54a-4cc4-bb57-355d573eaeac,2015/05/10 6:29 PM SAST,2015-05-10,2015-05-10 16:29:00 UTC,Pretoria,748780,lmossop,Leighan Mossop,2019-03-13 14:29:54 UTC,2023-07-08 20:06:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21203755,https://inaturalist-open-data.s3.amazonaws.com/photos/32775416/medium.jpeg,,"","Collared as part of the Urban Caracal Project, subject name ""West""",7,0,false,,"Westlake Conservation Area, WLK028",-34.07947,18.42984,,,,,,,open,false,,,Southeast African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
21203757,0624ea31-cdca-443b-8f55-681e2601beea,2015/05/05 10:11 PM SAST,2015-05-05,2015-05-05 20:11:00 UTC,Pretoria,748780,lmossop,Leighan Mossop,2019-03-13 14:29:55 UTC,2023-07-08 20:06:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21203757,https://inaturalist-open-data.s3.amazonaws.com/photos/32775423/medium.jpeg,,"","",6,0,false,,"Westlake Conservation Area, WLK028",-34.07947,18.42984,,,,,,,open,false,,,Southeast African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
22933912,b01eb22d-84cb-4b7f-a22d-9a7509d46de9,2019-03-27 10:12:20 PM SAST,2019-03-27,2019-03-27 20:12:20 UTC,Pretoria,1651506,eltonleroux,Elton Le Roux,2019-04-23 10:04:50 UTC,2023-07-04 17:21:51 UTC,research,,https://www.inaturalist.org/observations/22933912,https://static.inaturalist.org/photos/35550580/medium.jpeg,,"",,4,0,false,2,"Braille Trail, Wynberg NU (2), Cape Town, 7824, South Africa",-33.9874100816,18.4307942167,33,,,,33,,open,false,gps,gps,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
22934425,cf85e3a2-8cc1-431a-8a74-13e660c0e5e3,2018-11-20 8:17:38 PM SAST,2018-11-20,2018-11-20 18:17:38 UTC,Pretoria,1651506,eltonleroux,Elton Le Roux,2019-04-23 10:28:56 UTC,2023-07-04 17:21:26 UTC,research,,https://www.inaturalist.org/observations/22934425,https://static.inaturalist.org/photos/35551330/medium.jpeg,,"",,4,0,false,2,"Fynbos Walk, Wynberg NU (2), Cape Town, 7824, South Africa",-33.9920149887,18.4293475002,132,,,,132,,open,false,gps,gps,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
22934442,1c9b03ce-9277-4c02-a72b-c2430427ae8c,2018-11-17 11:58:24 PM SAST,2018-11-17,2018-11-17 21:58:24 UTC,Pretoria,1651506,eltonleroux,Elton Le Roux,2019-04-23 10:29:54 UTC,2023-07-04 17:21:17 UTC,research,,https://www.inaturalist.org/observations/22934442,https://static.inaturalist.org/photos/35551374/medium.jpeg,,"",,4,0,false,2,"Fynbos Walk, Wynberg NU (2), Cape Town, 7824, South Africa",-33.9911065366,18.4295758232,33,,,,33,,open,false,gps,gps,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
23978832,40cfcbc1-25f9-453c-83b0-49f2474a96d6,2019/04/29 2:09 AM SAST,2019-04-29,2019-04-29 00:09:00 UTC,Pretoria,840276,petrobotha,Petro,2019-04-29 18:04:20 UTC,2023-07-03 04:49:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/23978832,https://inaturalist-open-data.s3.amazonaws.com/photos/37088441/medium.jpeg,,"",M2E62L0-27R350B36,4,0,false,,"Grassy Park, Cape Town, 7941, South Africa",-34.0649977793,18.502400581,15,,,,15,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
24194471,302cc1c5-df1c-4810-a941-930179c3c911,2019/04/29 12:47 PM SAST,2019-04-29,2019-04-29 10:47:00 UTC,Pretoria,673129,muonmo,Marian Oliver,2019-04-30 16:29:14 UTC,2023-07-01 22:54:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/24194471,https://inaturalist-open-data.s3.amazonaws.com/photos/37412503/medium.jpeg,,"","",3,0,false,,"Table Mountain (Nature Reserve), Cape Town, South Africa",-33.9642013299,18.42109939,5,,,,5,,open,false,,"",Caracal,Caracal caracal,Caracal,Mammalia,42042
26747395,3b95c1d5-980c-4444-829c-d1a9e3d310ed,2019/06/07 6:13 PM UTC,2019-06-07,,UTC,1651506,eltonleroux,Elton Le Roux,2019-06-10 14:28:59 UTC,2023-06-27 23:50:45 UTC,research,,https://www.inaturalist.org/observations/26747395,https://static.inaturalist.org/photos/41550643/medium.jpeg,,"",M2E1L0-0R336B386,7,0,false,,"Wynberg NU (2), Cape Town, 7824, South Africa",-33.989413505,18.4334034659,8,,,,8,,open,false,,,Southeast African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
27347403,a1c54a46-582f-4e35-b4d6-c14227dcfdeb,2019/06/19 12:23 PM SAST,2019-06-19,2019-06-19 10:23:00 UTC,Africa/Johannesburg,383144,tonyrebelo,Tony Rebelo,2019-06-20 21:26:07 UTC,2023-10-13 09:04:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/27347403,https://inaturalist-open-data.s3.amazonaws.com/photos/42536163/medium.jpeg,,"",,3,0,false,,"A2 bosdorp, lower Tokai Park, Table Mountain National Park",-34.0610654,18.4249556199,20,,,,20,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
27366443,8151b618-b1f5-4760-ab75-57a41c842999,2019/06/19 1:10 PM SAST,2019-06-19,2019-06-19 11:10:00 UTC,Africa/Johannesburg,383144,tonyrebelo,Tony Rebelo,2019-06-21 05:58:45 UTC,2023-10-13 09:04:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/27366443,https://inaturalist-open-data.s3.amazonaws.com/photos/42569777/medium.jpeg,,"",,1,0,false,,"A10, lower Tokai Park, Table Mountain National Park",-34.05498534,18.4271608999,20,,,,20,,open,false,,,Southeast African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
27366448,ac4866ea-3717-4acf-b149-72ce7b033c7d,2019/06/19 1:22 PM SAST,2019-06-19,2019-06-19 11:22:00 UTC,Africa/Johannesburg,383144,tonyrebelo,Tony Rebelo,2019-06-21 05:58:54 UTC,2023-10-13 09:04:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/27366448,https://inaturalist-open-data.s3.amazonaws.com/photos/42570136/medium.jpeg,,"",resting area and trails to and from - scats nearby,0,0,false,,"A10, lower Tokai Park, Table Mountain National Park",-34.05495407,18.42707965,20,,,,20,,open,false,,,Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
28664463,ff958e69-82cd-4a34-a6fb-4b357eff6b0c,2019/07/10 12:22 PM SAST,2019-07-10,2019-07-10 10:22:00 UTC,Pretoria,389997,shauns,Shaun Swanepoel,2019-07-12 11:36:21 UTC,2025-06-12 17:11:59 UTC,research,CC-BY,https://www.inaturalist.org/observations/28664463,https://inaturalist-open-data.s3.amazonaws.com/photos/44698847/medium.jpeg,,"",<h3>Hermes</h3>,11,0,false,,Plantation above Volunteer Wildfire Services Newlands Fire Base,-33.9633725131,18.4469647621,15,,,,15,,open,false,,,Cape Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
35196463,aae74515-4e4e-4782-bf29-71faf23092b1,2019/10/10 ,2019-10-10,,Atlantic Time (Canada),744842,hikingisfun,"",2019-11-02 13:28:23 UTC,2023-04-09 23:29:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/35196463,https://inaturalist-open-data.s3.amazonaws.com/photos/55473325/medium.jpg,,"",The caracal came walking down the 12 Apostle's path towards us.  Then hid behind a bush watching us for some time and enter the path higher up and walk away,4,0,false,,table mountain - top of Slangolie ravine,-33.9737771659,18.3803989351,61,,,,61,,open,false,,,Caracal,Caracal caracal,Caracal,Mammalia,42042
35693673,e0d46477-049d-426f-8592-944810edb991,2019-11-14,2019-11-14,,Pretoria,67428,peterslingsby,Peter Slingsby,2019-11-15 05:29:09 UTC,2023-04-08 22:24:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/35693673,https://inaturalist-open-data.s3.amazonaws.com/photos/56314641/medium.jpg,,"",Sighting and photos by Beth Kingma and posted with her permission ,11,0,false,2,LowerTokai Forest,-34.0540205524,18.4324950725,263,,,,263,,open,false,gps,gps,Caracal caracal caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
35771468,97d513b7-bfb0-4047-9289-12b08f3365b9,2019/11/16 11:39 AM SAST,2019-11-16,2019-11-16 07:39:00 UTC,Pretoria,230520,michael_mcsweeney,Michael McSweeney,2019-11-17 11:33:08 UTC,2023-04-08 22:14:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/35771468,https://inaturalist-open-data.s3.amazonaws.com/photos/56446391/medium.jpg,,"",,3,0,false,,"Muizenberg, Cape Town, 7945, South Africa",-34.1002114928,18.4648005552,8,,,,8,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
36696199,e55ebce4-0461-4963-b5a9-627c0b3bd719,2019/12/12 10:43 AM SAST,2019-12-12,2019-12-12 08:43:00 UTC,Africa/Johannesburg,230520,michael_mcsweeney,Michael McSweeney,2019-12-16 05:56:13 UTC,2020-06-12 12:06:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/36696199,https://inaturalist-open-data.s3.amazonaws.com/photos/58045385/medium.jpg,,"","Caracal scat, scale/size as in photo.",1,0,false,,"Cape Town, South Africa",-34.069612748,18.4034597177,31,,,,31,,open,false,,,Caracal,Caracal caracal,Caracal,Mammalia,42042
38624969,e13b1e67-c995-4300-979d-eab856a20fd3,2019/11/16 11:31 AM SAST,2019-11-16,2019-11-16 07:31:00 UTC,Pretoria,230520,michael_mcsweeney,Michael McSweeney,2020-02-14 03:08:37 UTC,2025-09-24 15:12:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/38624969,https://inaturalist-open-data.s3.amazonaws.com/photos/61413575/medium.jpg,,"",,8,0,false,,"Silver Mine (Nature Reserve), Cape Town, South Africa",-34.0997237315,18.4641397937,15,,,,15,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
43570496,749e1ea1-948e-40cc-83cc-928aae730d60,Thu Mar 19 2020 08:34:45 GMT+0200 (GMT+2),2020-03-19,2020-03-19 06:34:45 UTC,Pretoria,2618854,nswain,,2020-04-26 09:18:34 UTC,2023-03-23 17:55:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/43570496,https://inaturalist-open-data.s3.amazonaws.com/photos/69127256/medium.jpg,,"",,2,0,false,3,"Silver Mine (Nature Reserve), Cape Town, WC, ZA",-34.0799072091,18.4019531723,1558,,,,1558,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
43571304,3208cd3f-e112-41e7-b73e-3b69163c970d,Sun Apr 26 2020 11:24:23 GMT+0200 (GMT+2),2020-04-26,2020-04-26 09:24:23 UTC,Pretoria,2789390,elenitapad,,2020-04-26 09:25:43 UTC,2023-03-23 17:55:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/43571304,https://inaturalist-open-data.s3.amazonaws.com/photos/69128503/medium.jpg,,"","We where very luck to capture a photo of this caracal as its very sneaky
",2,0,false,3,"Sugarbird Lane, Southern Suburbs, WC, ZA",-34.0630564923,18.4297597704,2827,,,,2827,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
56396398,534958dc-ed2a-4b8c-85c3-c1a024d8149a,2020/08/07 4:29 PM SAST,2020-08-07,2020-08-07 14:29:00 UTC,Pretoria,673129,muonmo,Marian Oliver,2020-08-14 08:35:57 UTC,2023-03-03 23:18:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/56396398,https://inaturalist-open-data.s3.amazonaws.com/photos/89872904/medium.jpg,,"",,6,0,false,,"Scala Battery, Simon's Town",-34.1769341405,18.418247713,15,,,,15,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
60072461,e7641de8-b58c-4e8b-9903-40b76070e952,2020/09/19 9:41 AM SAST,2020-09-19,2020-09-19 07:41:00 UTC,Pretoria,1104956,vlakkie,Cedric Meyer,2020-09-19 15:08:25 UTC,2025-09-28 18:01:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/60072461,https://inaturalist-open-data.s3.amazonaws.com/photos/96030728/medium.jpg,,"","",7,0,false,,"Cape Point, Cape Town, South Africa",-34.2763433333,18.4703733333,30,,,,30,,open,false,,,Cape Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
60202911,fb4a95b9-d192-40ae-a1fe-35a673ee76c8,Sun Sep 20 2020 16:32:49 GMT+0200 (GMT+2),2020-09-20,2020-09-20 14:32:49 UTC,Pretoria,1432801,mikehyde,Michael Hyde,2020-09-20 16:21:20 UTC,2023-02-15 20:34:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/60202911,https://inaturalist-open-data.s3.amazonaws.com/photos/96243882/medium.jpg,,"","Photo taken through the windscreen, quality is poor. No ear tags on this cat. ",5,0,false,3,"Cape Point National Park, Cape Point, WC, ZA",-34.3558616471,18.4735037852,5,,,,5,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
61077492,8678eef4-a902-4112-bc65-ae73c7ec4234,2020/09/27 3:51 PM SAST,2020-09-27,2020-09-27 13:51:00 UTC,Pretoria,673129,muonmo,Marian Oliver,2020-09-28 07:29:06 UTC,2023-02-11 18:26:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/61077492,https://inaturalist-open-data.s3.amazonaws.com/photos/97702372/medium.jpeg,,"",,5,0,false,,"Olifantsbos, TMNP",-34.2593069506,18.382485956,5,,,,5,,open,false,gps,gps,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
61093940,b7598506-4d0c-494e-acce-81a5cd5babaf,Mon Sep 28 2020 10:21:47 GMT+0200 (GMT+2),2020-09-28,2020-09-28 08:21:47 UTC,Africa/Johannesburg,1520518,photogenie,"",2020-09-28 12:51:42 UTC,2020-10-02 06:35:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/61093940,https://inaturalist-open-data.s3.amazonaws.com/photos/97730954/medium.jpg,,"",,1,0,false,3,"City of Cape Town, ZA-WC, ZA",-34.1294069728,18.3473430667,5,,,,5,,open,false,,,Caracal,Caracal caracal,Caracal,Mammalia,42042
61094031,c48118e8-da52-4fe9-86e6-660949efa479,Mon Sep 28 2020 10:23:40 GMT+0200 (GMT+2),2020-09-28,2020-09-28 08:23:40 UTC,Africa/Johannesburg,1520518,photogenie,"",2020-09-28 12:52:59 UTC,2020-10-02 06:35:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/61094031,https://inaturalist-open-data.s3.amazonaws.com/photos/97731114/medium.jpg,,"",,1,0,false,3,"City of Cape Town, ZA-WC, ZA",-34.1295448551,18.3474079427,5,,,,5,,open,false,,,Caracal,Caracal caracal,Caracal,Mammalia,42042
61122681,94bd6e5d-8da2-4455-9014-26b22c1da3ff,2020/09/27 3:47 PM SAST,2020-09-27,2020-09-27 13:47:00 UTC,Pretoria,783762,the_bush_fundi,Dennis Laidler,2020-09-28 17:47:20 UTC,2023-02-09 23:57:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/61122681,https://inaturalist-open-data.s3.amazonaws.com/photos/97777579/medium.jpeg,,"","",5,0,false,,"Cape Point, Cape Town, South Africa",-34.2587599424,18.3825746065,2,,,,2,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
61139845,a8afb390-863c-421b-8d5d-ef2eaa6d9df9,Mon Sep 28 2020 10:20:45 GMT+0200 (GMT+2),2020-09-28,2020-09-28 08:20:45 UTC,Africa/Johannesburg,1481977,elle_hutchings,"",2020-09-28 20:28:40 UTC,2020-10-05 12:56:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/61139845,https://inaturalist-open-data.s3.amazonaws.com/photos/97808321/medium.jpg,,"",,1,0,false,3,"City of Cape Town, ZA-WC, ZA",-34.1293937713,18.3474271372,5,,,,5,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
61140615,ea6a0819-da30-4633-81c0-8fdba15fdd5c,Mon Sep 28 2020 10:23:55 GMT+0200 (GMT+2),2020-09-28,2020-09-28 08:23:55 UTC,Pretoria,1481977,elle_hutchings,"",2020-09-28 20:37:01 UTC,2023-04-06 22:45:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/61140615,https://inaturalist-open-data.s3.amazonaws.com/photos/97809654/medium.jpg,,"",,2,0,false,3,"City of Cape Town, ZA-WC, ZA",-34.1294377344,18.3474261314,5,,,,5,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
61229690,685506bf-8920-4bcc-9b8c-60b0802c63aa,2020/09/26 11:14 PM SAST,2020-09-26,2020-09-26 21:14:00 UTC,Pretoria,748780,lmossop,Leighan Mossop,2020-09-29 17:56:06 UTC,2023-02-09 23:49:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/61229690,https://inaturalist-open-data.s3.amazonaws.com/photos/97955477/medium.jpeg,,"",M2E6L0-0R350B36,2,0,false,,"Cape Point, Cape Town, South Africa",-34.23108,18.41261,,,,,,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
61229692,40453f40-c5f8-4ea8-887b-bd0dbba3b202,2020/09/28 6:54 PM SAST,2020-09-28,2020-09-28 16:54:00 UTC,Pretoria,748780,lmossop,Leighan Mossop,2020-09-29 17:56:06 UTC,2023-02-09 23:49:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/61229692,https://inaturalist-open-data.s3.amazonaws.com/photos/97955542/medium.jpeg,,"",M2E73L40-40R350B36,2,0,false,,"Cape Point, Cape Town, South Africa",-34.23108,18.41261,,,,,,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
61234525,d758f37d-2088-42d9-a8f7-9096255d9237,2020/09/26 7:14 PM SAST,2020-09-26,2020-09-26 17:14:00 UTC,Africa/Johannesburg,748780,lmossop,Leighan Mossop,2020-09-29 18:46:46 UTC,2020-10-31 19:04:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/61234525,https://inaturalist-open-data.s3.amazonaws.com/photos/97963085/medium.jpeg,,"",M2E64A30L0-203.7980041-62.,3,0,false,,"Cape Point, Cape Town, South Africa",-34.20839,18.40119,,,,,,,open,false,,,Caracal,Caracal caracal,Caracal,Mammalia,42042
61406107,3a884d69-7320-4b96-bee2-c2563a477227,2020/09/27 6:32 PM SAST,2020-09-27,2020-09-27 16:32:00 UTC,Pretoria,1666356,juleswood,"",2020-10-01 17:26:28 UTC,2023-02-09 23:45:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/61406107,https://inaturalist-open-data.s3.amazonaws.com/photos/98259358/medium.jpeg,,"",Carcal caught on 3 camera traps - as per time you cna see his route,8,0,false,,"Silver Mine (Nature Reserve), Cape Town, South Africa",-34.0809155325,18.4279878375,94,,,,94,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
61603580,0632820b-d79b-41e5-92cb-0c3fc385fbf0,2020/09/27 3:46 PM SAST,2020-09-27,2020-09-27 11:46:00 UTC,Pretoria,668373,gigilaidler,Gigi Laidler,2020-10-03 20:33:42 UTC,2026-01-22 13:23:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/61603580,https://inaturalist-open-data.s3.amazonaws.com/photos/98590688/medium.jpeg,,"",,18,0,false,,"Olifantsbos Area, Cape Point",-34.25884,18.38246,,,,,,,open,false,,,Cape Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
62932290,147eeca5-f115-4a45-8242-acbc36575e24,Sun Oct 18 2020 19:30:00 GMT+0200 (GMT+2),2020-10-18,2020-10-18 17:30:00 UTC,Africa/Johannesburg,3509345,aidandunlop,,2020-10-18 19:50:03 UTC,2020-11-01 10:28:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/62932290,https://inaturalist-open-data.s3.amazonaws.com/photos/100918227/medium.jpg,,"","Super Relaxed large Caracal close to paragliding site on Lions Head 
",5,0,false,3,"Table Mountain National Park, Cape Town, WC, ZA",-33.9375534811,18.3881458901,80,,,,80,,open,false,,,Caracal,Caracal caracal,Caracal,Mammalia,42042
63855830,cdfa83d0-0cc9-4a61-b581-dbabaf33cf37,2020-10-29 9:34:04 AM GMT+02:00,2020-10-29,2020-10-29 07:34:04 UTC,Pretoria,671321,ish_crew,Ismail Ebrahim,2020-10-31 01:06:04 UTC,2023-02-03 23:15:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/63855830,https://inaturalist-open-data.s3.amazonaws.com/photos/102557151/medium.jpeg,,"",,6,0,false,2,"kirstenbosch botanical gardens, along road to KRC",-33.9842564173,18.4358545393,21,,,,21,,open,false,gps,gps,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
64189676,270720ea-305b-4a4e-88ad-c111a919b8f7,2020/11/03 8:37 PM SAST,2020-11-03,2020-11-03 18:37:00 UTC,Africa/Johannesburg,383144,tonyrebelo,Tony Rebelo,2020-11-04 19:23:27 UTC,2023-10-13 09:04:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/64189676,https://inaturalist-open-data.s3.amazonaws.com/photos/103155812/medium.jpeg,,"","Much debate, but has hair so Caracal and not dog?",1,0,false,,"Level 3 n of Elephant Eye Trail, Upper Tokai Park section, Table Mountain National Park",-34.0582957778,18.4044274167,10,,,,10,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
67007613,30be2148-724f-4800-b1b8-889a6b8f9a11,2020-12-24 10:47:02 AM GMT+02:00,2020-12-24,2020-12-24 08:47:02 UTC,Pretoria,855543,joctober,Johan October,2020-12-24 15:35:39 UTC,2023-04-06 22:22:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/67007613,https://inaturalist-open-data.s3.amazonaws.com/photos/108155139/medium.jpeg,,"",,1,0,false,2,"Skeleton Gorge, 7800, Wynberg NU (2), Cape Town, 7800, South Africa",-33.9890477503,18.4237835929,9,,,,9,,open,false,gps,gps,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
67672161,1a413643-54b3-43da-a790-505fbe451f36,2021-01-05 8:27:00 AM GMT+02:00,2021-01-05,2021-01-05 04:27:00 UTC,Pretoria,2040203,justinhawthorne,Justin Hawthorne,2021-01-06 18:12:25 UTC,2023-01-13 21:33:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/67672161,https://inaturalist-open-data.s3.amazonaws.com/photos/109408301/medium.jpeg,,"",Hermes,4,0,false,2,"Table Mountain (Nature Reserve), Cape Town, South Africa",-33.9559696794,18.4118776023,50,,,,50,,open,false,gps,gps,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
67788440,a171579d-46be-41f0-9047-c2a5ac2a68a4,2021-01-08 11:25:37 AM GMT+02:00,2021-01-08,2021-01-08 09:25:37 UTC,Pretoria,2040203,justinhawthorne,Justin Hawthorne,2021-01-09 10:17:27 UTC,2023-04-07 08:39:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/67788440,https://inaturalist-open-data.s3.amazonaws.com/photos/109615786/medium.jpeg,,"","Edited... 

For scale purpose:
Width of tip of middle and ring finger nails = 13mm

Contains hair and some bones. ",2,0,false,2,"Table Mountain (Nature Reserve), Cape Town, South Africa",-33.9607698367,18.4270022437,200,,,,200,,open,false,gps,gps,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
68061804,6e263c24-0ce4-465a-87b4-93b8f5edb1ac,2020-12-23 12:00:00 PM GMT+02:00,2020-12-23,2020-12-23 08:00:00 UTC,Pretoria,2173153,dryfveer,Santie Gouws,2021-01-14 17:41:22 UTC,2023-03-08 17:23:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/68061804,https://inaturalist-open-data.s3.amazonaws.com/photos/110118997/medium.jpeg,,"",With permission from my friend Jakes Wallage. Table Mountain. Only one print in the mud,2,0,false,2,"Table Mountain (Nature Reserve), Cape Town, South Africa",-33.9746198354,18.4088567644,21,,,,21,,open,false,gps,gps,Carnivorans,Caracal caracal caracal,Cape Caracal,Mammalia,703804
