id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
69493121,63532223-d513-4b06-8fb9-7999d764c6b1,2021-02-11 11:23:38 AM GMT+02:00,2021-02-11,2021-02-11 09:23:38 UTC,Pretoria,2040203,justinhawthorne,Justin Hawthorne,2021-02-13 08:04:38 UTC,2023-04-06 22:15:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/69493121,https://inaturalist-open-data.s3.amazonaws.com/photos/112769275/medium.jpeg,,"","Scale: middle and ring finger nail width = 13mm 

Scat containing evidence of bird as prey. 

Mix of forest, invasives and fynbos ",2,0,false,2,"Mowbray Ridge lower, Table Mountain (Nature Reserve), Cape Town, South Africa",-33.9525703891,18.4492810071,100,,,,100,,open,false,gps,gps,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
69686676,e245bfef-c42f-48f1-bd64-5a10182ee5df,2021-02-16 10:08:35 PM GMT+02:00,2021-02-16,2021-02-16 20:08:35 UTC,Pretoria,842896,nickleggatt,Nick Leggatt,2021-02-16 21:01:18 UTC,2022-12-27 22:53:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/69686676,https://inaturalist-open-data.s3.amazonaws.com/photos/113127615/medium.jpeg,,"","",6,0,false,2,"Milnerton Rural, Cape Town, 7441, South Africa",-33.857636,18.498631,5,,,,5,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
69721785,77b55cb4-a9da-44c9-966e-a9a146d96a2d,2021-02-17 1:23:59 PM GMT+02:00,2021-02-17,2021-02-17 11:23:59 UTC,Pretoria,2040203,justinhawthorne,Justin Hawthorne,2021-02-17 15:51:33 UTC,2023-04-06 22:14:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/69721785,https://inaturalist-open-data.s3.amazonaws.com/photos/113194702/medium.jpeg,,"",Scale: Middle and ring finger nail width = 13mm ,2,0,false,2,"Table Mountain (Nature Reserve), Cape Town, South Africa",-33.9893062828,18.4098270535,10,,,,10,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
70643858,8a9b105d-3a54-4404-9742-24dbe22bc630,2021-03-05 8:55:21 AM GMT+02:00,2021-03-05,2021-03-05 06:55:21 UTC,Pretoria,855543,joctober,Johan October,2021-03-06 03:14:06 UTC,2023-04-06 22:13:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/70643858,https://inaturalist-open-data.s3.amazonaws.com/photos/114883156/medium.jpeg,,"",,2,0,false,2,"Table Mountain (Nature Reserve), Cape Town, South Africa",-33.9602235798,18.4114229679,10,,,,10,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
70803947,a65c711f-8e84-488a-98bd-efa680205fa2,2021-03-06 9:26:06 AM GMT+02:00,2021-03-06,2021-03-06 05:26:06 UTC,Pretoria,855543,joctober,Johan October,2021-03-08 07:36:17 UTC,2023-04-06 22:13:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/70803947,https://inaturalist-open-data.s3.amazonaws.com/photos/115172094/medium.jpeg,,"",Very unlikely that it could be dogs'... too difficult for dogs to get here,3,0,false,2,"Table Mountain National Park, ZA-WC-CT, ZA-WC, ZA",-33.9883980481,18.4059028141,19,,,,19,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
71713007,c3efd6fa-dcbc-475c-a40f-8d2a8a032860,Sun Mar 21 2021 18:02:26 GMT+0200 (GMT+2),2021-03-21,2021-03-21 14:02:26 UTC,Pretoria,4011141,caitmorris22,,2021-03-21 16:15:09 UTC,2023-04-06 22:13:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/71713007,https://inaturalist-open-data.s3.amazonaws.com/photos/116799517/medium.jpg,,"",Caracal scat? ,4,0,false,3,"Fish Hoek, Fish Hoek, WC, ZA",-34.14736666,18.4287,20,,,,20,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
71856069,235765c6-b01f-456d-a6a1-e3de99400702,2021-03-23 7:47:38 AM GMT+02:00,2021-03-23,2021-03-23 05:47:38 UTC,Pretoria,2838872,jeremy483,Jeremy Main,2021-03-23 05:50:40 UTC,2024-03-03 14:40:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/71856069,https://inaturalist-open-data.s3.amazonaws.com/photos/117090351/medium.jpeg,,"","Dead on roadside. M3 southbound,  West side of carriageway (Centre Island)",3,0,false,2,"Alphen, Cape Town, 7806, South Africa",-34.0041925351,18.4502811357,158,,,,158,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
76463739,593d987c-e5ba-4d83-88cf-b34bf53c4e4c,2020/09/18 5:18 PM UTC,2020-09-18,2020-09-18 17:18:00 UTC,UTC,4312951,dawn_siso,Dawn Siso,2021-05-02 08:35:08 UTC,2022-11-01 22:59:00 UTC,research,,https://www.inaturalist.org/observations/76463739,https://static.inaturalist.org/photos/125081166/medium.jpeg,,"",,4,0,false,,"Cape Point, Cape Town, South Africa",-34.2555159258,18.474895252,2043,,,,2043,,open,false,,,Caracal,Caracal caracal,Caracal,Mammalia,42042
77657129,92b87f9a-5fd5-4ce9-986a-8f6ef4b8de67,2021/05/02 10:44 PM SAST,2021-05-02,2021-05-02 20:44:00 UTC,Pretoria,1695396,dangerranger,,2021-05-06 20:47:25 UTC,2023-06-30 18:34:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/77657129,https://inaturalist-open-data.s3.amazonaws.com/photos/127020189/medium.jpg,,"",,6,0,false,,"Cape Point, Cape Town, South Africa",-34.3152328196,18.4638204688,15,,,,15,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
78367881,85bf375f-e09c-4ed5-b2d5-6c897a4283c4,2021-05-11 14:41:54,2021-05-11,2021-05-11 12:41:54 UTC,Pretoria,2040203,justinhawthorne,Justin Hawthorne,2021-05-11 17:33:29 UTC,2023-02-27 20:17:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78367881,https://inaturalist-open-data.s3.amazonaws.com/photos/128243432/medium.jpeg,,"","Scale: middle and ring finger nail width = 13mm

No claws visible, 3 lobes.
Beach sand. ",1,0,false,2,"Cape Peninsula, Cape Town, South Africa",-34.2757482091,18.3871285245,5,,,,5,,open,false,gps,gps,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
78704362,37b024bc-204f-479d-903a-5ce7851ee7b5,2021-05-14 10:05:28,2021-05-14,2021-05-14 08:05:28 UTC,Pretoria,2040203,justinhawthorne,Justin Hawthorne,2021-05-14 15:13:32 UTC,2023-04-21 20:16:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78704362,https://inaturalist-open-data.s3.amazonaws.com/photos/128836210/medium.jpeg,,"","Scale: middle and ring finger nail width = 13mm

3 lobes.
Eland tracks also shown in pic 2.
Sand dunes. ",1,0,false,2,"Cape Peninsula, Cape Town, South Africa",-34.2695254137,18.3830415085,1575,,,,1575,,open,false,gps,gps,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
79981893,072da9d6-f6fd-4f90-8eb7-255168eae83b,2021-05-23 13:10:36,2021-05-23,2021-05-23 11:10:36 UTC,Pretoria,2173153,dryfveer,Santie Gouws,2021-05-23 18:00:31 UTC,2021-05-25 07:47:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/79981893,https://inaturalist-open-data.s3.amazonaws.com/photos/131043302/medium.jpeg,,"",,1,0,false,2,"Table Mountain National Park, ZA-WC-CT, ZA-WC, ZA",-33.9969873741,18.3727457667,8,,,,8,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
84710316,2e5885a6-9e2b-4652-ba35-c52f06947381,2021-06-27 08:35:42,2021-06-27,2021-06-27 06:35:42 UTC,Pretoria,2040203,justinhawthorne,Justin Hawthorne,2021-06-27 15:31:46 UTC,2023-04-21 20:35:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/84710316,https://inaturalist-open-data.s3.amazonaws.com/photos/139256093/medium.jpeg,,"","Plantar pad: 3 lobes.
4 toes. 

Scale: middle and ring finger nail width = 13mm ",1,0,false,2,"Cape Peninsula, Cape Town, South Africa",-34.3177771352,18.4171370789,65,,,,65,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
84855268,d11f4e6a-7ea6-4ce1-acb3-4f3b7e7bd1a6,2021-05-18 13:58:47,2021-05-18,2021-05-18 11:58:47 UTC,Pretoria,855543,joctober,Johan October,2021-06-28 15:12:22 UTC,2021-06-29 11:24:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/84855268,https://inaturalist-open-data.s3.amazonaws.com/photos/139519030/medium.jpeg,,"",,1,0,false,2,"Unnamed Rd, Table Mountain (Nature Reserve), Cape Town, Table Mountain (Nature Reserve), Cape Town, South Africa",-33.9667759785,18.4256333113,7,,,,7,,open,false,gps,gps,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
87864376,f8a60306-de9b-45b0-9ce7-f5d34d6d6270,2021-07-14 13:41:40,2021-07-14,2021-07-14 11:41:40 UTC,Pretoria,855543,joctober,Johan October,2021-07-20 15:35:43 UTC,2023-04-06 22:09:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/87864376,https://inaturalist-open-data.s3.amazonaws.com/photos/144909976/medium.jpeg,,"",,2,0,false,2,"Table Mountain (Nature Reserve), Cape Town, South Africa",-33.962290947,18.413264975,9,,,,9,,open,false,gps,gps,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
87864541,bad1ffeb-f97d-46cd-96ad-dad43d40c52a,2021-07-15 13:14:36,2021-07-15,2021-07-15 11:14:36 UTC,Pretoria,855543,joctober,Johan October,2021-07-20 15:36:30 UTC,2023-04-06 22:10:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/87864541,https://inaturalist-open-data.s3.amazonaws.com/photos/144910148/medium.jpeg,,"",,3,0,false,2,"Signal Hill, Cape Town, 8001, South Africa",-33.9337827107,18.3889306337,6,,,,6,,open,false,gps,gps,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
89341083,2ae399dd-a275-4e1b-98da-511566ca4285,2021-07-31 08:21:53,2021-07-31,2021-07-31 06:21:53 UTC,Pretoria,1299194,kimgordon,Kim Gordon,2021-07-31 16:35:35 UTC,2023-08-27 21:04:42 UTC,research,CC-BY,https://www.inaturalist.org/observations/89341083,https://inaturalist-open-data.s3.amazonaws.com/photos/147524216/medium.jpeg,,"","Tagged- green right ear, yellow left ear",2,0,false,2,"Cape Peninsula, Cape Town, South Africa",-34.2084170035,18.4015219286,47,,,,47,,open,false,gps,gps,Caracal,Caracal caracal,Caracal,Mammalia,42042
95024164,a4b267de-68f7-4b5a-ae25-39cb7768faea,2021/09/16 10:09 AM SAST,2021-09-16,2021-09-16 08:09:00 UTC,Pretoria,1474346,lindalakeside,Linda Hibbin,2021-09-16 12:18:15 UTC,2023-04-06 21:52:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/95024164,https://inaturalist-open-data.s3.amazonaws.com/photos/157703605/medium.jpeg,,"",Two youngsters snoozing.,7,0,false,,Kirstenbosch NBG,-33.9875011,18.432722,218,,,,218,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
95363310,7108a2f3-9e85-47c3-b2bc-6cd473b73782,Mon Sep 13 2021 06:41:19 GMT+0200 (GMT+2),2021-09-13,2021-09-13 03:41:19 UTC,Athens,1688849,imtithaal,,2021-09-19 04:52:47 UTC,2023-04-06 21:52:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/95363310,https://inaturalist-open-data.s3.amazonaws.com/photos/158308246/medium.jpg,,"","",8,0,false,3,"Table Mountain National Park, Cape Town, WC, ZA",-33.94963,18.4059616667,14,,,,14,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
95633862,10cde735-a62b-48ca-97ba-52fe862e0379,Mon May 31 2021 18:38:26 GMT+0200 (GMT+2),2021-05-31,2021-05-31 16:38:26 UTC,Pretoria,3924464,inickgraves,Nick Graves,2021-09-21 07:18:30 UTC,2023-04-06 21:52:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/95633862,https://inaturalist-open-data.s3.amazonaws.com/photos/158786900/medium.jpg,,"","Spotted with cub on Chapman’s Peak, shared with Urban Caracal Project http://www.urbancaracal.org",5,0,false,3,"Chapman's Peak Drive, Hout Bay, WC, ZA",-34.0588916667,18.369405,4,,,,4,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
95675763,3c86cb3d-a593-4109-9d7a-9f0028bb2a0e,2021/09/20 5:04 PM SAST,2021-09-20,2021-09-20 15:04:00 UTC,Pretoria,668373,gigilaidler,Gigi Laidler,2021-09-21 17:40:41 UTC,2025-11-07 12:16:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/95675763,https://inaturalist-open-data.s3.amazonaws.com/photos/158856271/medium.jpeg,,"",A mother and two kittens hanging out in my favourite Garden 💕,9,0,false,,Kirstenbosch National Botanical Garden,-33.9874834603,18.4337365658,56,,,,56,,open,false,,,Cape Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
95751720,a666e141-2f55-4260-af2a-c0bd844335dd,2021-09-22 2:09:08 PM GMT+02:00,2021-09-22,2021-09-22 12:09:08 UTC,Pretoria,692205,mashudu,Mashudu,2021-09-22 13:09:52 UTC,2023-06-30 17:36:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/95751720,https://inaturalist-open-data.s3.amazonaws.com/photos/158998731/medium.jpeg,,"","",5,0,false,2,"Bishopscourt, Cape Town, 7708, South Africa",-33.991624,18.432515,4,,,,4,,open,false,gps,gps,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
95845091,7ec551e8-10f0-4848-b491-7996ef3b9e9d,2021-09-18 10:55:23,2021-09-18,2021-09-18 10:55:23 UTC,UTC,855543,joctober,Johan October,2021-09-23 12:34:40 UTC,2023-04-06 21:51:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/95845091,https://inaturalist-open-data.s3.amazonaws.com/photos/159162999/medium.jpeg,,"",,2,0,false,2,"Table Mountain (Nature Reserve), Cape Town, South Africa",-33.9587519271,18.4028850775,9,,,,9,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
96360143,fe1c5b36-5eb6-40ca-8467-735c582b56ea,2021-09-27 09:37:14,2021-09-27,2021-09-27 09:37:14 UTC,UTC,855543,joctober,Johan October,2021-09-27 13:23:13 UTC,2021-10-14 09:09:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/96360143,https://inaturalist-open-data.s3.amazonaws.com/photos/160075500/medium.jpeg,,"",,1,0,false,2,"Table Mountain (Nature Reserve), Cape Town, South Africa",-33.9551743082,18.4093851596,139,,,,139,,open,false,,,Cape Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
96381847,d839da97-0e4e-4dfe-8d95-60484ed6f139,2021-09-24 10:56:37,2021-09-24,2021-09-24 08:56:37 UTC,Pretoria,3900593,fredy53,Fredy Mohorich,2021-09-27 17:04:00 UTC,2024-03-03 14:38:29 UTC,research,,https://www.inaturalist.org/observations/96381847,https://static.inaturalist.org/photos/160112799/medium.jpeg,,"",,5,0,false,2,"Table Mountain (Nature Reserve), Cape Town, South Africa",-33.9565155889,18.4326472878,9,,,,9,,open,false,gps,gps,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
97125235,6599a164-a004-4a13-87f8-a73ce9f7a9a8,2021/09/17 4:59 PM UTC,2021-09-17,2021-09-17 16:59:00 UTC,UTC,1626677,joelradue,Joel Radue,2021-10-04 08:20:05 UTC,2023-02-16 22:06:48 UTC,research,,https://www.inaturalist.org/observations/97125235,https://static.inaturalist.org/photos/161463072/medium.jpg,,"",,6,0,false,,"Wynberg NU (2), Cape Town, 7824, South Africa",-33.9874951489,18.4327197075,15,,,,15,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
97138569,c7f4b422-d24a-42fd-abd1-b62ddc7293bf,2021/09/25 2:03 PM SAST,2021-09-25,2021-09-25 12:03:00 UTC,Pretoria,2040203,justinhawthorne,Justin Hawthorne,2021-10-04 13:08:06 UTC,2021-10-05 11:50:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/97138569,https://inaturalist-open-data.s3.amazonaws.com/photos/161486966/medium.jpg,,"",Scale: middle and ring finger nail width = 13mm,1,0,false,,"Cape Point, Cape Town, South Africa",-34.2639751147,18.3866943388,10,,,,10,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
97174572,2d738c33-f0fc-4a4e-9f93-448825f83577,2021/09/20 4:23 PM SAST,2021-09-20,2021-09-20 14:23:00 UTC,Pretoria,783762,the_bush_fundi,Dennis Laidler,2021-10-04 19:46:08 UTC,2022-10-19 20:40:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/97174572,https://inaturalist-open-data.s3.amazonaws.com/photos/161553469/medium.jpg,,"",Adult female plus two cubs were present. This is one of the two cubs ,5,0,false,,"Wynberg NU (2), Cape Town, 7824, South Africa",-33.9874967998,18.4340141758,4,,,,4,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
97174573,9e6ec45b-fc92-4bd9-a256-a1901e83a1d7,2021/09/20 5:37 PM SAST,2021-09-20,2021-09-20 15:37:00 UTC,Pretoria,783762,the_bush_fundi,Dennis Laidler,2021-10-04 19:46:08 UTC,2022-10-19 20:40:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/97174573,https://inaturalist-open-data.s3.amazonaws.com/photos/161553504/medium.jpg,,"","Adult female plus two cubs were present. This is one of the two cubs 
",6,0,false,,"Wynberg NU (2), Cape Town, 7824, South Africa",-33.9875355793,18.4342369766,4,,,,4,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
98587972,36765905-429f-402d-aadd-51ab8e715a14,2021/10/17 7:36 PM UTC,2021-10-17,2021-10-17 19:36:00 UTC,UTC,3822388,ed_wildlife,,2021-10-18 08:37:59 UTC,2023-06-30 18:32:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/98587972,https://inaturalist-open-data.s3.amazonaws.com/photos/164176120/medium.png,,"",Trap Camera Sighting,5,0,false,,"Cape Point, Cape Town, South Africa",-34.247859788,18.3810289701,31,,,,31,,open,false,,,Caracal,Caracal caracal,Caracal,Mammalia,42042
98588060,b8117f14-0be7-4416-a146-202b4762ab65,2021/10/17 7:30 PM,2021-10-17,2021-10-17 19:30:00 UTC,UTC,3822388,ed_wildlife,,2021-10-18 08:40:15 UTC,2023-06-30 18:32:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/98588060,https://inaturalist-open-data.s3.amazonaws.com/photos/164176275/medium.png,,"",Camera Trap Sighting,6,0,false,,"Cape Point, Cape Town, South Africa",-34.2478052491,18.3810657455,15,,,,15,,open,false,,,Caracal caracal,Caracal caracal,Caracal,Mammalia,42042
99181939,878cb9be-34e9-4da7-b828-8882c1c65677,2021-10-24 08:03:56,2021-10-24,2021-10-24 06:03:56 UTC,Pretoria,1651628,pauldvh,Paul van Helden,2021-10-24 06:04:30 UTC,2023-04-21 20:27:28 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/99181939,https://static.inaturalist.org/photos/165285387/medium.jpeg,,"",,2,0,false,2,"Noordhoek, Cape Town, 7979, South Africa",-34.1058142623,18.3710217755,7,,,,7,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
99526056,ca205b91-6875-46ad-a108-9484dbff9c2e,2021/10/24 12:35 PM SAST,2021-10-24,2021-10-24 10:35:00 UTC,Pretoria,2040203,justinhawthorne,Justin Hawthorne,2021-10-27 08:17:45 UTC,2021-10-27 14:17:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/99526056,https://inaturalist-open-data.s3.amazonaws.com/photos/165927763/medium.jpg,,"","Along path

Scale: Middle and ring finger nail width = 13mm",1,0,false,,"Baskloof, Cape Point, Cape Town, South Africa",-34.1804721898,18.3678016436,5,,,,5,,open,false,,,Caracal,Caracal caracal,Caracal,Mammalia,42042
101177769,06ea6222-7340-41cf-aa98-5e1732fb50e5,2021/11/14 12:55 PM SAST,2021-11-14,2021-11-14 10:55:00 UTC,Pretoria,5019219,murraychristian,,2021-11-15 07:38:49 UTC,2021-11-16 13:50:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/101177769,https://inaturalist-open-data.s3.amazonaws.com/photos/168938394/medium.jpeg,,"",,2,0,false,,"Table Mountain (Nature Reserve), Cape Town, South Africa",-33.9652895468,18.4239303041,200,,,,200,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
101767621,d8634622-7db9-442d-aaea-d4e80a7ae660,2021-11-23 14:35:42,2021-11-23,2021-11-23 12:35:42 UTC,Pretoria,2040203,justinhawthorne,Justin Hawthorne,2021-11-23 17:38:02 UTC,2021-11-24 08:00:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/101767621,https://inaturalist-open-data.s3.amazonaws.com/photos/170000818/medium.jpeg,,"",Scale: middle and ring finger nail width = 13mm ,1,0,false,2,"Cape Peninsula, Cape Town, South Africa",-34.26440276,18.3870634809,20,,,,20,,open,false,gps,gps,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
103426091,94dc7c01-508a-4b4e-8fce-3ea8d884b19b,2021-12-21 12:00:39,2021-12-21,2021-12-21 10:00:39 UTC,Pretoria,2040203,justinhawthorne,Justin Hawthorne,2021-12-21 18:24:36 UTC,2021-12-22 10:01:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/103426091,https://inaturalist-open-data.s3.amazonaws.com/photos/173095613/medium.jpeg,,"","Scale: middle and ring finger nail width = 13mm

Feathers in scat. ",1,0,false,2,"Cape Peninsula, Cape Town, South Africa",-34.3543985601,18.4861258417,25,,,,25,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
103877093,c4e7d057-1759-4ca4-a976-b8bbc5c23fce,2021-12-29 11:00:00,2021-12-29,2021-12-29 09:00:00 UTC,Pretoria,2173153,dryfveer,Santie Gouws,2021-12-29 09:37:23 UTC,2024-03-03 14:39:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/103877093,https://inaturalist-open-data.s3.amazonaws.com/photos/173967780/medium.jpeg,,"","",6,0,false,2,"Kirstenbosch, Cape Town, South Africa",-33.9895347915,18.4279252589,16,,,,16,,open,false,gps,gps,Caracal caracal caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
104036061,ef9b22f7-be44-45e6-b0d0-b699e81a53cd,2021/12/21 11:40 AM CET,2021-12-21,2021-12-21 10:40:00 UTC,Berlin,689843,detlef,Detlef H. Schnabel,2021-12-31 16:01:06 UTC,2024-03-03 14:39:15 UTC,research,,https://www.inaturalist.org/observations/104036061,https://static.inaturalist.org/photos/174265673/medium.jpeg,,"",,5,0,false,,"Kirstenbosch National Botanical Garden, Cape Town",-33.9889647222,18.42679,,,,,,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
104473955,e2c848f7-a879-4330-9fa3-2bd178e57e9f,2022-01-05 11:21:44,2022-01-05,2022-01-05 09:21:44 UTC,Pretoria,2173153,dryfveer,Santie Gouws,2022-01-06 18:07:04 UTC,2022-01-11 00:50:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/104473955,https://inaturalist-open-data.s3.amazonaws.com/photos/175061634/medium.jpeg,,"","",1,0,false,2,"Table Mountain National Park, Cape Town, WC, South Africa",-33.9679613621,18.4089238197,4,,,,4,,open,false,gps,gps,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
105496285,5d55fe3a-80d0-4a31-8bf2-f3dca8f654cc,2022/01/04 5:57 PM SAST,2022-01-04,2022-01-04 15:57:00 UTC,Pretoria,3762511,jrgale,John Gale,2022-01-24 12:43:19 UTC,2026-01-11 14:42:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/105496285,https://inaturalist-open-data.s3.amazonaws.com/photos/177020155/medium.jpeg,,"",,10,0,false,,"Wynberg NU (2), Cape Town, 7824, South Africa",-33.9897286326,18.4268641107,122,,,,122,,open,false,,,Caracal,Caracal caracal,Caracal,Mammalia,42042
105769387,ce829415-4558-48e5-a9f9-a6068d513b77,2022/01/29 9:39 AM SAST,2022-01-29,2022-01-29 07:39:00 UTC,Pretoria,1583299,patriciat2,Pat Thompson,2022-01-29 13:47:15 UTC,2023-04-06 21:50:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/105769387,https://inaturalist-open-data.s3.amazonaws.com/photos/177542218/medium.jpeg,,"","",9,0,false,,"Wynberg NU (2), Cape Town, 7824, South Africa",-33.9885052083,18.4267413937,4,,,,4,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
107195122,53305d04-6b3a-4664-9ce7-b66a62833bc6,2022/02/21 7:15 AM SAST,2022-02-21,2022-02-21 05:15:00 UTC,Pretoria,1474346,lindalakeside,Linda Hibbin,2022-02-21 18:17:59 UTC,2023-04-06 21:45:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/107195122,https://inaturalist-open-data.s3.amazonaws.com/photos/180242017/medium.jpeg,,"",,8,0,false,,Kirstenbosch NBG,-33.9892541703,18.431438271,15,,,,15,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
107196064,d61b8df1-cc30-4f5e-b0be-d07c4247a253,2022-02-19,2022-02-19,,Pretoria,2263484,pieterjordaan,"",2022-02-21 18:34:01 UTC,2023-04-06 21:45:31 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/107196064,https://inaturalist-open-data.s3.amazonaws.com/photos/180243946/medium.jpeg,,"",,7,0,false,2,"Cape Peninsula, Cape Town, South Africa",-34.304996655,18.4620805085,100,,,,100,,open,false,gps,gps,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
107320554,81a93aff-34b5-4ad5-a150-7e2f17f40a50,2022-02-20 07:53:02,2022-02-20,2022-02-20 05:53:02 UTC,Pretoria,5379815,rowan81,Rowan Winter,2022-02-23 16:49:30 UTC,2023-04-06 21:45:19 UTC,research,,https://www.inaturalist.org/observations/107320554,https://static.inaturalist.org/photos/180476526/medium.jpeg,,"",,2,0,false,2,"Silver Mine (Nature Reserve), Cape Town, South Africa",-34.1046160538,18.4293263778,194,,,,194,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
